text,label
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
O banco Inter deseja um ótimo dia para você!,info
Atenção: Novas regras de segurança para transferências via PIX.,alert
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
"Warning: Suspicious transfer of $536 detected. If it wasn't you, click: seguro.vcc.com/atualizar",fraud
Saiba como economizar usando nossa nova ferramenta de metas.,info
Alert: We detected a fluctuation in your connection to the bank.,alert
Security tip: Never share your password with third parties over the phone.,alert
Capital One Bank wishes you a great day!,info
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Sua fatura do mês Junho já está disponível para pagamento.,payment
Descubra as vantagens de ser um cliente Premium.,info
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Security tip: Never share your password with third parties over the phone.,alert
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: bit.ly/seguranca-ban,fraud
Aviso: O limite do seu cartão está próximo do fim.,alert
"Hello, how can I help you today?",info
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Congratulations! You won a prize. Claim it by clicking the link: seguro.vcc.com/atualizar,fraud
"Hello, how can I help you today?",info
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Confirmação de pagamento via PIX no valor de R$ 620 para Carlos Souza.,payment
Transfer scheduled successfully to Mary Johnson on 05/15/2026.,payment
Alert: We detected a fluctuation in your connection to the bank.,alert
"Warning: Suspicious transfer of $1087 detected. If it wasn't you, click: bit.ly/seguranca-ban",fraud
Attention: New security rules for wire transfers.,alert
Detectamos uma tentativa de invasão. Confirme seus dados agora: seguro.vcc.com/atualizar,fraud
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
"Olá, como posso ajudar você hoje?",info
We received your deposit of $929. The balance will be updated shortly.,payment
Seu cartão de crédito final 6230 foi aprovado. Limite de R$ 337.,payment
Your account now has access to new investment funds.,alert
Transferência agendada com sucesso para João Silva no dia 15/05/2026.,payment
Your March statement is now available for payment.,payment
Use the QR Code below to complete your payment at Best Buy.,payment
"Olá, como posso ajudar você hoje?",info
Recebemos seu depósito de R$ 723. O saldo será atualizado em breve.,payment
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Use the QR Code below to complete your payment at Best Buy.,payment
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
We received your deposit of $959. The balance will be updated shortly.,payment
Deseja saber mais sobre nossos planos de previdência?,info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Learn how to save using our new goal-tracking tool.,info
Notificação: Manutenção programada no sistema no dia sábado.,alert
"Aviso: Transferência suspeita de R$ 4805 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
Automatic debit of $343 processed today.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
We received your deposit of $379. The balance will be updated shortly.,payment
Learn how to save using our new goal-tracking tool.,info
Your credit card ending in 9165 has been approved. Limit: $281.,payment
Saiba como economizar usando nossa nova ferramenta de metas.,info
Transfer scheduled successfully to Sarah Davis on 05/15/2026.,payment
Recebemos um pedido de alteração de dados. Não foi você? bit.ly/seguranca-ban,fraud
Transferência agendada com sucesso para Maria Oliveira no dia 15/05/2026.,payment
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Attention: New security rules for wire transfers.,alert
Comunicado importante sobre as taxas da sua conta corrente.,alert
Recebemos seu depósito de R$ 426. O saldo será atualizado em breve.,payment
See here a summary of your spending last month.,info
"Hello, how can I help you today?",info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Transfer scheduled successfully to John Smith on 05/15/2026.,payment
"Hello, how can I help you today?",info
Your account now has access to new investment funds.,alert
Descubra as vantagens de ser um cliente Premium.,info
Information: Business hours have been extended until 8 PM.,info
Congratulations! You won a prize. Claim it by clicking the link: seguro.vcc.com/atualizar,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
Seu cartão de crédito final 2081 foi aprovado. Limite de R$ 210.,payment
Descubra as vantagens de ser um cliente Premium.,info
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Seu boleto de R$ 28 vence amanhã. Pague agora e evite juros.,payment
We received your deposit of $553. The balance will be updated shortly.,payment
We received your deposit of $913. The balance will be updated shortly.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Alert: We detected a fluctuation in your connection to the bank.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Deseja saber mais sobre nossos planos de previdência?,info
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
Your HSBC account requires immediate verification. Access: linkp.site/verificar,fraud
Use the QR Code below to complete your payment at Best Buy.,payment
Notice: Your card limit is almost reached.,alert
"Olá, como posso ajudar você hoje?",info
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Atenção: Novas regras de segurança para transferências via PIX.,alert
Transfer scheduled successfully to Sarah Davis on 05/15/2026.,payment
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Information: Business hours have been extended until 8 PM.,info
Learn how to save using our new goal-tracking tool.,info
Use o QR Code abaixo para realizar seu pagamento na Magazine Luiza.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Congratulations! You won a prize. Claim it by clicking the link: linkp.site/verificar,fraud
Check your detailed statement in the 'Finances' menu.,info
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
Automatic debit of $202 processed today.,payment
Your password expires in 24h. Update here to avoid being locked out: linkp.site/verificar,fraud
O banco Inter deseja um ótimo dia para você!,info
Transfer scheduled successfully to James Brown on 05/15/2026.,payment
Security tip: Never share your password with third parties over the phone.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Saiba como economizar usando nossa nova ferramenta de metas.,info
Use the QR Code below to complete your payment at Amazon.,payment
Your account now has access to new investment funds.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Notification: Scheduled maintenance on Saturday.,alert
Important notice about your checking account fees.,alert
Aviso: O limite do seu cartão está próximo do fim.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Deseja saber mais sobre nossos planos de previdência?,info
"Aviso: Transferência suspeita de R$ 4456 detectada. Se não foi você, clique: bit.ly/seguranca-ban",fraud
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Descubra as vantagens de ser um cliente Premium.,info
Your account now has access to new investment funds.,alert
Your account now has access to new investment funds.,alert
Alert: We detected a fluctuation in your connection to the bank.,alert
Your bill of $918 is due tomorrow. Pay now to avoid late fees.,payment
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Attention: New security rules for wire transfers.,alert
Discover the advantages of being a Premium client.,info
Confirmação de pagamento via PIX no valor de R$ 748 para João Silva.,payment
"Warning: Suspicious transfer of $4851 detected. If it wasn't you, click: linkp.site/verificar",fraud
Consulte seu extrato detalhado no menu 'Finanças'.,info
Use the QR Code below to complete your payment at Walmart.,payment
Use o QR Code abaixo para realizar seu pagamento na Magazine Luiza.,payment
Your Bank of America account requires immediate verification. Access: linkp.site/verificar,fraud
We received your deposit of $848. The balance will be updated shortly.,payment
Check your detailed statement in the 'Finances' menu.,info
Your credit card ending in 3272 has been approved. Limit: $602.,payment
Transfer scheduled successfully to John Smith on 05/15/2026.,payment
Discover the advantages of being a Premium client.,info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
O banco Nubank deseja um ótimo dia para você!,info
Detectamos uma tentativa de invasão. Confirme seus dados agora: seguro.vcc.com/atualizar,fraud
Notificação: Manutenção programada no sistema no dia sábado.,alert
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
Confirmação de pagamento via PIX no valor de R$ 812 para João Silva.,payment
"Olá, como posso ajudar você hoje?",info
We detected an intrusion attempt. Confirm your data now: seguro.vcc.com/atualizar,fraud
Discover the advantages of being a Premium client.,info
Security tip: Never share your password with third parties over the phone.,alert
Recebemos seu depósito de R$ 818. O saldo será atualizado em breve.,payment
Deseja saber mais sobre nossos planos de previdência?,info
Consulte seu extrato detalhado no menu 'Finanças'.,info
Your credit card ending in 3194 has been approved. Limit: $494.,payment
Your March statement is now available for payment.,payment
Automatic debit of $481 processed today.,payment
Would you like to know more about our retirement plans?,info
Learn how to save using our new goal-tracking tool.,info
Veja aqui o resumo dos seus gastos no último mês.,info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Learn how to save using our new goal-tracking tool.,info
Your June statement is now available for payment.,payment
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Use the QR Code below to complete your payment at Amazon.,payment
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
We detected an intrusion attempt. Confirm your data now: seguro.vcc.com/atualizar,fraud
Veja aqui o resumo dos seus gastos no último mês.,info
Important notice about your checking account fees.,alert
We detected an intrusion attempt. Confirm your data now: bit.ly/seguranca-ban,fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: linkp.site/verificar,fraud
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
Seu cartão de crédito final 2216 foi aprovado. Limite de R$ 160.,payment
Sua fatura do mês Maio já está disponível para pagamento.,payment
Descubra as vantagens de ser um cliente Premium.,info
Automatic debit of $422 processed today.,payment
We detected an intrusion attempt. Confirm your data now: seguro.vcc.com/atualizar,fraud
Seu boleto de R$ 949 vence amanhã. Pague agora e evite juros.,payment
Automatic debit of $555 processed today.,payment
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Seu cartão de crédito final 3671 foi aprovado. Limite de R$ 834.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: bit.ly/seguranca-ban,fraud
Your account now has access to new investment funds.,alert
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: linkp.site/verificar,fraud
Discover the advantages of being a Premium client.,info
"Olá, como posso ajudar você hoje?",info
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
Débito automático de R$ 354 realizado hoje.,payment
See here a summary of your spending last month.,info
Urgent: Your account has been blocked. Click the link to resolve: seguro.vcc.com/atualizar,fraud
Aviso: O limite do seu cartão está próximo do fim.,alert
We received your deposit of $888. The balance will be updated shortly.,payment
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Urgent: Your account has been blocked. Click the link to resolve: seguro.vcc.com/atualizar,fraud
Notificação: Manutenção programada no sistema no dia sábado.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Use the QR Code below to complete your payment at Amazon.,payment
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Payment confirmation via wire transfer of $286 to James Brown.,payment
Transfer scheduled successfully to John Smith on 05/15/2026.,payment
Veja aqui o resumo dos seus gastos no último mês.,info
Discover the advantages of being a Premium client.,info
Débito automático de R$ 493 realizado hoje.,payment
Important notice about your checking account fees.,alert
Informação: O horário de atendimento foi estendido até as 20h.,info
Sua fatura do mês Junho já está disponível para pagamento.,payment
Important notice about your checking account fees.,alert
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
We received your deposit of $836. The balance will be updated shortly.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Parabéns! Você ganhou um prêmio. Resgate clicando no link: linkp.site/verificar,fraud
Débito automático de R$ 583 realizado hoje.,payment
Atenção: Novas regras de segurança para transferências via PIX.,alert
Important notice about your checking account fees.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Your credit card ending in 6175 has been approved. Limit: $882.,payment
Informação: O horário de atendimento foi estendido até as 20h.,info
Seu boleto de R$ 191 vence amanhã. Pague agora e evite juros.,payment
Sua conta Inter precisa de verificação imediata. Acesse: seguro.vcc.com/atualizar,fraud
Your account now has access to new investment funds.,alert
We received your deposit of $985. The balance will be updated shortly.,payment
Descubra as vantagens de ser um cliente Premium.,info
We received your deposit of $630. The balance will be updated shortly.,payment
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
Deseja saber mais sobre nossos planos de previdência?,info
Notification: Scheduled maintenance on Saturday.,alert
Sua fatura do mês Maio já está disponível para pagamento.,payment
Informação: O horário de atendimento foi estendido até as 20h.,info
Notice: Your card limit is almost reached.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Your account now has access to new investment funds.,alert
"Olá, como posso ajudar você hoje?",info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Sua fatura do mês Janeiro já está disponível para pagamento.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Use the QR Code below to complete your payment at Best Buy.,payment
Important notice about your checking account fees.,alert
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
See here a summary of your spending last month.,info
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Learn how to save using our new goal-tracking tool.,info
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
We received your deposit of $918. The balance will be updated shortly.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
O banco Banco do Brasil deseja um ótimo dia para você!,info
Aviso: O limite do seu cartão está próximo do fim.,alert
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
"Olá, como posso ajudar você hoje?",info
We detected an intrusion attempt. Confirm your data now: seguro.vcc.com/atualizar,fraud
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Notification: Scheduled maintenance on Saturday.,alert
Seu cartão de crédito final 2266 foi aprovado. Limite de R$ 478.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
O banco Banco do Brasil deseja um ótimo dia para você!,info
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
Sua fatura do mês Fevereiro já está disponível para pagamento.,payment
Reminder: Update your address in the app to keep receiving statements.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: seguro.vcc.com/atualizar,fraud
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: bit.ly/seguranca-ban,fraud
Débito automático de R$ 422 realizado hoje.,payment
Your Citibank account requires immediate verification. Access: bit.ly/seguranca-ban,fraud
Payment confirmation via wire transfer of $870 to Sarah Davis.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: seguro.vcc.com/atualizar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Capital One Bank wishes you a great day!,info
Reminder: Update your address in the app to keep receiving statements.,alert
Confirmação de pagamento via PIX no valor de R$ 395 para João Silva.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Would you like to know more about our retirement plans?,info
Deseja saber mais sobre nossos planos de previdência?,info
Seu cartão de crédito final 8972 foi aprovado. Limite de R$ 127.,payment
Seu cartão de crédito final 9947 foi aprovado. Limite de R$ 756.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
Automatic debit of $956 processed today.,payment
Informação: O horário de atendimento foi estendido até as 20h.,info
Recebemos um pedido de alteração de dados. Não foi você? bit.ly/seguranca-ban,fraud
HSBC Bank wishes you a great day!,info
Descubra as vantagens de ser um cliente Premium.,info
Sua conta Santander precisa de verificação imediata. Acesse: bit.ly/seguranca-ban,fraud
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
Information: Business hours have been extended until 8 PM.,info
"Olá, como posso ajudar você hoje?",info
Payment confirmation via wire transfer of $529 to James Brown.,payment
Atenção: Novas regras de segurança para transferências via PIX.,alert
Your February statement is now available for payment.,payment
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Aviso: O limite do seu cartão está próximo do fim.,alert
Would you like to know more about our retirement plans?,info
Urgent: Your account has been blocked. Click the link to resolve: linkp.site/verificar,fraud
"Hello, how can I help you today?",info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Descubra as vantagens de ser um cliente Premium.,info
HSBC Bank wishes you a great day!,info
Transfer scheduled successfully to Mary Johnson on 05/15/2026.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Your Capital One account requires immediate verification. Access: linkp.site/verificar,fraud
"Olá, como posso ajudar você hoje?",info
Use the QR Code below to complete your payment at Best Buy.,payment
Notification: Scheduled maintenance on Saturday.,alert
Seu cartão de crédito final 7579 foi aprovado. Limite de R$ 589.,payment
We received your deposit of $144. The balance will be updated shortly.,payment
Your account now has access to new investment funds.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Attention: New security rules for wire transfers.,alert
Notification: Scheduled maintenance on Saturday.,alert
Sua conta Banco do Brasil precisa de verificação imediata. Acesse: linkp.site/verificar,fraud
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Deseja saber mais sobre nossos planos de previdência?,info
Learn how to save using our new goal-tracking tool.,info
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: seguro.vcc.com/atualizar,fraud
Learn how to save using our new goal-tracking tool.,info
Recebemos um pedido de alteração de dados. Não foi você? bit.ly/seguranca-ban,fraud
Congratulations! You won a prize. Claim it by clicking the link: seguro.vcc.com/atualizar,fraud
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: bit.ly/seguranca-ban,fraud
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Security alert: New device connected. Unlink it here: bit.ly/seguranca-ban,fraud
Sua conta Inter precisa de verificação imediata. Acesse: seguro.vcc.com/atualizar,fraud
Citibank Bank wishes you a great day!,info
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Discover the advantages of being a Premium client.,info
Would you like to know more about our retirement plans?,info
Check your detailed statement in the 'Finances' menu.,info
Sua fatura do mês Fevereiro já está disponível para pagamento.,payment
Urgent: Your account has been blocked. Click the link to resolve: seguro.vcc.com/atualizar,fraud
Recebemos seu depósito de R$ 329. O saldo será atualizado em breve.,payment
Check your detailed statement in the 'Finances' menu.,info
Sua fatura do mês Maio já está disponível para pagamento.,payment
Confirmação de pagamento via PIX no valor de R$ 313 para Maria Oliveira.,payment
Notificação: Manutenção programada no sistema no dia sábado.,alert
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
We received your deposit of $597. The balance will be updated shortly.,payment
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: seguro.vcc.com/atualizar,fraud
Descubra as vantagens de ser um cliente Premium.,info
Security tip: Never share your password with third parties over the phone.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
Veja aqui o resumo dos seus gastos no último mês.,info
O banco Inter deseja um ótimo dia para você!,info
"Olá, como posso ajudar você hoje?",info
See here a summary of your spending last month.,info
Security alert: New device connected. Unlink it here: bit.ly/seguranca-ban,fraud
Your bill of $300 is due tomorrow. Pay now to avoid late fees.,payment
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Débito automático de R$ 691 realizado hoje.,payment
Your account now has access to new investment funds.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Automatic debit of $836 processed today.,payment
Reminder: Update your address in the app to keep receiving statements.,alert
Congratulations! You won a prize. Claim it by clicking the link: linkp.site/verificar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
"Hello, how can I help you today?",info
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
See here a summary of your spending last month.,info
Your February statement is now available for payment.,payment
Notice: Your card limit is almost reached.,alert
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
Your credit card ending in 9873 has been approved. Limit: $816.,payment
Reminder: Update your address in the app to keep receiving statements.,alert
Use o QR Code abaixo para realizar seu pagamento na Posto Shell.,payment
Automatic debit of $170 processed today.,payment
Urgent: Your account has been blocked. Click the link to resolve: linkp.site/verificar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Attention: New security rules for wire transfers.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Check your detailed statement in the 'Finances' menu.,info
Informação: O horário de atendimento foi estendido até as 20h.,info
Aviso: O limite do seu cartão está próximo do fim.,alert
Notificação: Manutenção programada no sistema no dia sábado.,alert
"Aviso: Transferência suspeita de R$ 2047 detectada. Se não foi você, clique: bit.ly/seguranca-ban",fraud
Information: Business hours have been extended until 8 PM.,info
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Recebemos seu depósito de R$ 204. O saldo será atualizado em breve.,payment
Your Capital One account requires immediate verification. Access: linkp.site/verificar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
See here a summary of your spending last month.,info
Atenção: Novas regras de segurança para transferências via PIX.,alert
Notice: Your card limit is almost reached.,alert
Congratulations! You won a prize. Claim it by clicking the link: linkp.site/verificar,fraud
Descubra as vantagens de ser um cliente Premium.,info
Recebemos um pedido de alteração de dados. Não foi você? bit.ly/seguranca-ban,fraud
See here a summary of your spending last month.,info
Discover the advantages of being a Premium client.,info
We received a request to change your data. Wasn't you? bit.ly/seguranca-ban,fraud
Congratulations! You won a prize. Claim it by clicking the link: seguro.vcc.com/atualizar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Seu cartão de crédito final 1636 foi aprovado. Limite de R$ 595.,payment
Important notice about your checking account fees.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Transfer scheduled successfully to Sarah Davis on 05/15/2026.,payment
Use the QR Code below to complete your payment at Walmart.,payment
Seu cartão de crédito final 8336 foi aprovado. Limite de R$ 238.,payment
Seu boleto de R$ 620 vence amanhã. Pague agora e evite juros.,payment
Your account now has access to new investment funds.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Your credit card ending in 6307 has been approved. Limit: $475.,payment
Important notice about your checking account fees.,alert
Seu cartão de crédito final 5192 foi aprovado. Limite de R$ 668.,payment
Attention: New security rules for wire transfers.,alert
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
Your Chase account requires immediate verification. Access: bit.ly/seguranca-ban,fraud
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
Descubra as vantagens de ser um cliente Premium.,info
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
Saiba como economizar usando nossa nova ferramenta de metas.,info
Comunicado importante sobre as taxas da sua conta corrente.,alert
See here a summary of your spending last month.,info
Deseja saber mais sobre nossos planos de previdência?,info
See here a summary of your spending last month.,info
Deseja saber mais sobre nossos planos de previdência?,info
"Warning: Suspicious transfer of $3557 detected. If it wasn't you, click: linkp.site/verificar",fraud
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
Information: Business hours have been extended until 8 PM.,info
Your bill of $786 is due tomorrow. Pay now to avoid late fees.,payment
Transferência agendada com sucesso para Ana Costa no dia 15/05/2026.,payment
Recebemos seu depósito de R$ 151. O saldo será atualizado em breve.,payment
Attention: New security rules for wire transfers.,alert
Sua conta Itaú precisa de verificação imediata. Acesse: seguro.vcc.com/atualizar,fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
"Aviso: Transferência suspeita de R$ 3188 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
See here a summary of your spending last month.,info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Confirmação de pagamento via PIX no valor de R$ 671 para João Silva.,payment
Confirmação de pagamento via PIX no valor de R$ 490 para Maria Oliveira.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Would you like to know more about our retirement plans?,info
Veja aqui o resumo dos seus gastos no último mês.,info
Veja aqui o resumo dos seus gastos no último mês.,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Seu boleto de R$ 65 vence amanhã. Pague agora e evite juros.,payment
See here a summary of your spending last month.,info
"Aviso: Transferência suspeita de R$ 3297 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
"Hello, how can I help you today?",info
Urgent: Your account has been blocked. Click the link to resolve: linkp.site/verificar,fraud
Important notice about your checking account fees.,alert
Comunicado importante sobre as taxas da sua conta corrente.,alert
Check your detailed statement in the 'Finances' menu.,info
"Aviso: Transferência suspeita de R$ 2207 detectada. Se não foi você, clique: linkp.site/verificar",fraud
Alert: We detected a fluctuation in your connection to the bank.,alert
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
Your HSBC account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: linkp.site/verificar,fraud
Saiba como economizar usando nossa nova ferramenta de metas.,info
Discover the advantages of being a Premium client.,info
HSBC Bank wishes you a great day!,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Informação: O horário de atendimento foi estendido até as 20h.,info
Would you like to know more about our retirement plans?,info
Saiba como economizar usando nossa nova ferramenta de metas.,info
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Urgent: Your account has been blocked. Click the link to resolve: linkp.site/verificar,fraud
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
We received your deposit of $478. The balance will be updated shortly.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Notificação: Manutenção programada no sistema no dia sábado.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Information: Business hours have been extended until 8 PM.,info
Information: Business hours have been extended until 8 PM.,info
